,Station,Code,Lat-coord,Lng-coord,Randstad,Type,uic
290,IJlst,IJT,53.0146614,5.6160801,0.0,stoptreinstation,8400722
291,Innsbruck Hbf,INNSB,47.26328,11.401,0.0,knooppuntIntercitystation,8101187
292,Jenbach,JENBAC,47.38844,11.77841,0.0,stoptreinstation,8101176
293,Kaldenkirchen,KN,51.327184,6.203225,0.0,stoptreinstation,8015130
294,Kalmthout,FKTH,51.3909989,4.4668202,0.0,stoptreinstation,8821444
295,Kampen,KPN,52.559722900391,5.9216666221619,0.0,stoptreinstation,8400353
296,Kampen Zuid,KPNZ,52.5331,5.91309,0.0,stoptreinstation,8400360
297,Kapelle-Biezelinge,BZL,51.480834960938,3.9561111927033,0.0,stoptreinstation,8400354
298,Kapellen,LKP,51.31362,4.43262,0.0,stoptreinstation,8821535
299,Karlsruhe Hbf,KARLSR,48.9936223,8.400743,0.0,intercitystation,8014228
300,Kerkrade Centrum,KRD,50.861667633057,6.0574998855591,0.0,knooppuntStoptreinstation,8400355
301,Kesteren,KTR,51.9313869,5.5833465,0.0,stoptreinstation,8400359
302,Kijkuit,GKT,51.37867,4.46722,0.0,stoptreinstation,8821451
303,Klarenbeek,KBK,52.17805480957,6.0836110115051,0.0,stoptreinstation,8400361
304,Klimmen-Ransdaal,KMR,50.866390228271,5.8905553817749,0.0,stoptreinstation,8400362
305,Koblenz Hbf,KKO,50.351085,7.588649,0.0,intercitystation,8019023
306,Köln Hbf,KOLN,50.9432158,6.9589214,0.0,megastation,8015458
307,Köln Messe/Deutz,KKD,50.940874,6.975001,0.0,megastation,8015561
308,Köln West,KKW,50.943611,6.934444,0.0,intercitystation,8015468
309,Köln-Ehrenfeld,KKERP,50.951533,6.917276,0.0,stoptreinstation,8015321
310,Köln-Mülheim,KKM,50.958056,7.013333,0.0,intercitystation,8015541
311,Koog aan de Zaan,KZ,52.458610534668,4.8055553436279,1.0,stoptreinstation,8400363
312,Koudum-Molkwerum,KMW,52.9028197,5.4106913,0.0,stoptreinstation,8400366
313,Københavns Lufthavn St,ODENS,55.63,12.649167,0.0,intercitystation,8600858
314,Krabbendijke,KBD,51.433334350586,4.1169443130493,0.0,stoptreinstation,8400367
315,Krommenie-Assendelft,KMA,52.49511,4.75417,0.0,stoptreinstation,8400368
316,Kropswolde,KW,53.1617362,6.7220882,0.0,stoptreinstation,8400369
317,Kruiningen-Yerseke,KRG,51.465000152588,4.0372223854065,0.0,stoptreinstation,8400370
318,Kufstein,KUFST,47.5831,12.16568,0.0,intercitystation,8102184
319,Lage Zwaluwe,ZLW,51.69111251831,4.6630554199219,0.0,knooppuntStoptreinstation,8400382
320,Landgraaf,LG,50.896389007568,6.019166469574,0.0,knooppuntStoptreinstation,8400548
321,Landry,LANDRY,45.57414,6.73378,0.0,intercitystation,8774177
322,Lansingerland-Zoetermeer,LLZM,52.042222,4.517222,1.0,stoptreinstation,8400135
323,Leer (Ostfriesl),LEER,53.23165,7.465283,0.0,stoptreinstation,8021091
324,Leerdam,LDM,51.894721984863,5.0913887023926,0.0,stoptreinstation,8400386
325,Leeuwarden,LW,53.195835113525,5.7922220230103,0.0,knooppuntIntercitystation,8400387
326,Leeuwarden Camminghaburen,LWC,53.2021808,5.8422968,0.0,stoptreinstation,8400389
327,Legden,ELGD,52.034924,7.088538,0.0,stoptreinstation,8021122
328,Leiden Centraal,LEDN,52.166110992432,4.4816665649414,1.0,knooppuntIntercitystation,8400390
329,Leiden Lammenschans,LDL,52.146945953369,4.4924998283386,1.0,stoptreinstation,8400384
330,Lelystad Centrum,LLS,52.507778167725,5.4727778434753,0.0,knooppuntIntercitystation,8400394
331,Lette (Kr Coesfeld),ELET,51.8925,7.187,0.0,stoptreinstation,8021117
332,Leuven,LEUVEN,50.88136,4.71568,0.0,intercitystation,8833001
333,Lichtenvoorde-Groenlo,LTV,52.01188,6.59641,0.0,stoptreinstation,8400395
334,Liège-Carré,FLJ,50.64051,5.56197,0.0,stoptreinstation,8841558
335,Liège-Guillemins,LUIK,50.62436,5.56648,0.0,knooppuntIntercitystation,8841004
336,Liège-Saint-Lambert,FLGP,50.64648,5.57072,0.0,stoptreinstation,8841525
337,Liers,LSL,50.69822,5.56848,0.0,stoptreinstation,8841673
338,Lille Europe,LILLEE,50.639444,3.074722,0.0,intercitystation,8722326
339,Limburg Süd,FLB,50.382498,8.096112,0.0,stoptreinstation,8032572
340,Linz Hbf,LINZ,48.29018,14.29213,0.0,intercitystation,8101073
341,Lochem,LC,52.166667938232,6.4263887405395,0.0,stoptreinstation,8400399
342,Lokeren,FLK,51.107222,3.985833,0.0,stoptreinstation,8894201
343,London St. Pancras Int.,STP,51.531437,-0.126136,0.0,megastation,7015400
344,Loppersum,LP,53.3347145,6.7472625,0.0,stoptreinstation,8400403
345,Lüdinghausen,ELDH,51.76184,7.43165,0.0,stoptreinstation,8021113
346,Lünen Hbf,ELUE,51.61713,7.52949,0.0,stoptreinstation,8010098
347,Lunteren,LTN,52.085277557373,5.6244444847107,0.0,stoptreinstation,8400405
348,Maarheeze,MZ,51.304986,5.629796,0.0,stoptreinstation,8400432
349,Maarn,MRN,52.064167022705,5.3699998855591,0.0,knooppuntStoptreinstation,8400417
350,Maarssen,MAS,52.135276794434,5.0336112976074,1.0,stoptreinstation,8400419
351,Maastricht,MT,50.850276947021,5.7055554389954,0.0,knooppuntIntercitystation,8400424
352,Maastricht Noord,MTN,50.87087,5.71774,0.0,stoptreinstation,8400449
353,Maastricht Randwyck,MTR,50.838611602783,5.7172222137451,0.0,knooppuntStoptreinstation,8400426
354,Mainz Hbf,FMZ,50.001117,8.25872,0.0,intercitystation,8019051
355,Malmö Central,RINGS,55.609444,13.000833,0.0,intercitystation,7402611
356,Mannheim Hbf,MANNHE,49.479354,8.468921,0.0,intercitystation,8014008
357,Mantgum,MG,53.1296368,5.7131996,0.0,stoptreinstation,8400427
358,Mariënberg,MRB,52.50944519043,6.5752778053284,0.0,knooppuntSneltreinstation,8400428
359,Marne-la-Vallée-Chessy,MARNE,48.86826,2.78218,0.0,stoptreinstation,8738264
360,Marseille-St-Charles,MARS,43.30381,5.38195,0.0,intercitystation,8775100
361,Martenshoek,MTH,53.1607232,6.7402989,0.0,stoptreinstation,8400430
362,Mechelen,MECH,51.01758,4.48313,0.0,knooppuntIntercitystation,8822004
363,Meerssen,MES,50.882879392551,5.7509994506836,0.0,sneltreinstation,8400434
364,Melsele,LM,51.210556,4.286667,0.0,stoptreinstation,8894755
365,Meppel,MP,52.69083404541,6.1975002288818,0.0,knooppuntStoptreinstation,8400435
366,Metelen Land,EMTE,52.162444,7.254423,0.0,stoptreinstation,8021151
367,Middelburg,MDB,51.494720458984,3.6172223091126,0.0,stoptreinstation,8400436
368,Milano Porta Garibaldi,DOMOD,45.484722,9.187778,0.0,intercitystation,8301645
369,Milmort,BLTM,50.69301,5.59983,0.0,stoptreinstation,8841665
370,Minden (Westf),MINDEN,52.290138,8.934728,0.0,stoptreinstation,8013578
371,Mönchengladbach Hbf,MCGB,51.196583,6.446111,0.0,knooppuntIntercitystation,8015165
372,Mook-Molenhoek,MMLH,51.766262,5.879133,0.0,stoptreinstation,8400446
373,Moutiers-Salins-Brides,MOUT,45.48664,6.53105,0.0,stoptreinstation,8774172
374,München Hbf,MUNCHH,48.140203335951,11.558346748352,0.0,megastation,8020347
375,München Ost,STRAUB,48.1275,11.605,0.0,intercitystation,8020234
376,Münster (W) Zentrum Nord,ENHF,51.984987,7.63861,0.0,stoptreinstation,8023783
377,Münster (Westf) Hbf,MUNST,51.956892,7.635895,0.0,knooppuntIntercitystation,8021011
378,Münster-Häger,ENBE,52.022327,7.562668,0.0,stoptreinstation,8021147
379,Naarden-Bussum,NDB,52.280277252197,5.1569442749023,1.0,knooppuntStoptreinstation,8400452
380,Neuss Hbf,NEUSS,51.20444,6.68468,0.0,stoptreinstation,8015149
381,Niel,LNI,51.11154,4.33845,0.0,stoptreinstation,8824240
382,Nieuw Amsterdam,,52.718612670898,6.8486108779907,0.0,sneltreinstation,8400454
383,Nieuw Vennep,NVP,52.258888244629,4.6455554962158,1.0,stoptreinstation,8400460
384,Nieuwerkerk a/d IJssel,NWK,51.965278625488,4.6169443130493,1.0,stoptreinstation,8400455
385,Nieuwkerken-Waas,FNU,51.185556,4.185832,0.0,stoptreinstation,8894714
386,Nijkerk,NKK,52.222221374512,5.4938888549805,0.0,stoptreinstation,8400469
387,Nijmegen,NM,51.843612670898,5.8522224426269,0.0,knooppuntIntercitystation,8400470
388,Nijmegen Dukenburg,NMD,51.824165344238,5.7955555915833,0.0,stoptreinstation,8400475
389,Nijmegen Goffert,NMGO,51.8273,5.822722,0.0,stoptreinstation,8400477
390,Nijmegen Heyendaal,NMH,51.826946258545,5.8674998283386,0.0,stoptreinstation,8400468
391,Nijmegen Lent,NML,51.863154,5.859625,0.0,stoptreinstation,8400451
392,Nijverdal,NVD,52.366111,6.462,0.0,stoptreinstation,8400472
393,Noorderkempen,NDKP,51.358088,4.633977,0.0,knooppuntIntercitystation,8821105
394,Nordwalde,ENOW,52.077618,7.461706,0.0,stoptreinstation,8021149
395,Nunspeet,NS,52.370834350586,5.7852778434753,0.0,stoptreinstation,8400466
396,Nürnberg Hbf,NURNB,49.4449634,11.0826087,0.0,intercitystation,8022193
397,Nuth,NH,50.919445037842,5.8927779197693,0.0,stoptreinstation,8400467
398,Obdam,OBD,52.67805480957,4.9072222709656,0.0,stoptreinstation,8400480
399,Oberhausen Hbf,OBERH,51.47512,6.852038,0.0,knooppuntStoptreinstation,8010263
400,Oberhausen-Sterkrade,OBERHS,51.512222,6.843611,0.0,stoptreinstation,8010266
401,Ochtrup,EOP,52.201703,7.182643,0.0,stoptreinstation,8021152
402,Offenburg,RO,48.476475,7.946723,0.0,sneltreinstation,8014309
403,Oisterwijk,OT,51.582221984863,5.1941666603088,0.0,stoptreinstation,8400482
404,Oldenzaal,ODZ,52.30638885498,6.9347224235535,0.0,stoptreinstation,8400483
405,Olst,OST,52.334720611572,6.1130557060242,0.0,intercitystation,8400486
406,Ommen,OMN,52.50944519043,6.4158334732056,0.0,knooppuntSneltreinstation,8400487
407,Oosterbeek,OTB,51.994998931885,5.8400001525879,0.0,stoptreinstation,8400489
408,Opheusden,OP,51.9261615,5.6371145,0.0,stoptreinstation,8400494
409,Osnabrück Hbf,OSNH,52.272851,8.061781,0.0,megastation,8021025
410,Oss,O,51.765556335449,5.5322222709656,0.0,knooppuntIntercitystation,8400495
411,Oss West,OW,51.758056640625,5.5055556297302,0.0,stoptreinstation,8400496
412,Oudenbosch,ODB,51.587776184082,4.5333333015442,0.0,stoptreinstation,8400498
413,Overveen,OVN,52.391109466553,4.6061110496521,1.0,stoptreinstation,8400501
414,Paris-Nord,PARIS,48.87977,2.35575,0.0,megastation,8727100
415,Passau Hbf,PASS,48.573426952347,13.450870513916,0.0,intercitystation,8026506
416,Plochingen,TP,48.71308,9.41081,0.0,sneltreinstation,8029060
417,Praest,EPRA,51.821944,6.345556,0.0,stoptreinstation,8010286
418,Preussen,EPRN,51.58833,7.53933,0.0,stoptreinstation,8010100
419,Purmerend,PMR,52.50305557251,4.9536108970642,0.0,knooppuntStoptreinstation,8400508
420,Purmerend Overwhere,PMO,52.511390686035,4.9683332443237,0.0,stoptreinstation,8400506
421,Purmerend Weidevenne,PMW,52.496590632542,4.9356293678284,0.0,stoptreinstation,8400499
422,Putten,PT,52.264999389648,5.5752778053284,0.0,stoptreinstation,8400509
423,Puurs,FRP,51.07716,4.28273,0.0,stoptreinstation,8822715
424,Raalte,RAT,52.391666412354,6.2775001525879,0.0,stoptreinstation,8400513
425,Ravenstein,RVS,51.794166564941,5.6358332633972,0.0,stoptreinstation,8400515
426,Regensburg Hbf,REGENB,49.011672,12.099617,0.0,intercitystation,8026294
427,Reuver,RV,51.28321916653,6.0789585113525,0.0,stoptreinstation,8400518
428,Rheden,RH,52.0101,6.0314,0.0,stoptreinstation,8400519
429,Rheine,RHEINE,52.276299,7.434255,0.0,knooppuntIntercitystation,8021067
430,Rhenen,RHN,51.958610534668,5.5783333778381,0.0,knooppuntStoptreinstation,8400517
431,Rijssen,RSN,52.3122215271,6.5202779769897,0.0,stoptreinstation,8400538
432,Rijswijk,RSW,52.039722442627,4.3191666603088,1.0,stoptreinstation,8400505
433,Rilland-Bath,RB,51.422779083252,4.1611108779907,0.0,stoptreinstation,8400521
434,Roermond,RM,51.193054199219,5.9941668510437,0.0,knooppuntIntercitystation,8400523
435,Roodeschool,RD,53.421262,6.7587,0.0,stoptreinstation,8400525
436,Roosendaal,RSD,51.540279388428,4.4583334922791,0.0,knooppuntIntercitystation,8400526
437,Rosendahl-Holtwick,EHW,51.99946726041,7.1215009689331,0.0,stoptreinstation,8021121
438,Rosenheim,ROSENH,47.85,12.119167,0.0,intercitystation,8020174
439,Rosmalen,RS,51.714721679688,5.3680553436279,0.0,stoptreinstation,8400524
440,Rotterdam Alexander,RTA,51.951946258545,4.5536112785339,1.0,intercitystation,8400507
441,Rotterdam Blaak,RTB,51.920276641846,4.4888887405395,1.0,stoptreinstation,8400529
442,Rotterdam Centraal,RTD,51.92499923706,4.468888759613,1.0,megastation,8400530
443,Rotterdam Lombardijen,RLB,51.880001068115,4.531388759613,1.0,stoptreinstation,8400542
444,Rotterdam Noord,RTN,51.942222595215,4.4816665649414,1.0,stoptreinstation,8400531
445,Rotterdam Stadion,RTST,51.893890380859,4.5197219848633,1.0,facultatiefStation,8400534
446,Rotterdam Zuid,RTZ,51.904445648193,4.5102777481079,1.0,stoptreinstation,8400533
447,Ruisbroek-Sauvegarde,FSV,51.08115,4.32551,0.0,stoptreinstation,8822848
448,Ruurlo,RL,52.0810888,6.4492656,0.0,stoptreinstation,8400537
449,Salzburg Hbf,SCHARD,47.813056,13.045833,0.0,intercitystation,8101114
450,Santpoort Noord,SPTN,52.43388748169,4.6325001716614,1.0,stoptreinstation,8400543
451,Santpoort Zuid,SPTZ,52.419723510742,4.6313886642456,1.0,stoptreinstation,8400544
452,Sassenheim,SSH,52.215278,4.517222,1.0,stoptreinstation,8400603
453,Sauwerd,SWD,53.29113,6.5404,0.0,stoptreinstation,8400547
454,Schagen,SGN,52.784442901611,4.8052778244019,0.0,stoptreinstation,8400549
455,Scheemda,SDA,53.1655362,6.9777775,0.0,stoptreinstation,8400551
456,Schelle,SCHLL,51.12555,4.34023,0.0,stoptreinstation,8824232
457,Schiedam Centrum,SDM,51.921243812803,4.4089937210083,1.0,stoptreinstation,8400553
458,Schin op Geul,SOG,50.856388092041,5.8722224235535,0.0,stoptreinstation,8400555
459,Schinnen,SN,50.939167022705,5.8744444847107,0.0,stoptreinstation,8400554
460,Schiphol Airport,SHL,52.30944442749,4.7619442939758,1.0,megastation,8400561
461,Schwelm,KSWE,51.290526,7.289681,0.0,stoptreinstation,8008136
462,Schwerte (Ruhr),ESRT,51.442281,7.55896,0.0,stoptreinstation,8008016
463,Selm,ESEM,51.707885,7.453396,0.0,stoptreinstation,8021112
464,Selm-Beifang,ESEB,51.692947,7.454829,0.0,stoptreinstation,8021120
465,Siegburg/Bonn,KSB,50.7939411,7.2030017,0.0,stoptreinstation,8015588
466,Sinaai,LSW,51.143333,4.068889,0.0,stoptreinstation,8894425
467,Sint-Mariaburg,MARIA,51.29126,4.43495,0.0,stoptreinstation,8821543
468,Sint-Niklaas,FSN,51.171944,4.144167,0.0,stoptreinstation,8894508
469,Sittard,STD,51.001667022705,5.8586111068726,0.0,knooppuntIntercitystation,8400564
470,Sliedrecht,SDT,51.829723358154,4.7783331871033,1.0,stoptreinstation,8400565
471,Sliedrecht Baanhoek,SDTB,51.829722,4.743333,1.0,stoptreinstation,8400497
472,Sneek,SK,53.0328688,5.6523969,0.0,knooppuntStoptreinstation,8400566
473,Sneek Noord,SKND,53.0409319,5.6631808,0.0,stoptreinstation,8400574
474,Soest,ST,52.173332214355,5.3099999427795,1.0,knooppuntStoptreinstation,8400567
475,Soest Zuid,STZ,52.165279388428,5.3030557632446,1.0,stoptreinstation,8400571
476,Soestdijk,SD,52.183612823486,5.3000001907349,1.0,stoptreinstation,8400569
477,Spaubeek,SBK,50.94327,5.850529,0.0,stoptreinstation,8400572
478,St.Pölten Hbf,POLTEN,48.20769,15.62591,0.0,intercitystation,8101032
479,Stavoren,STV,52.8865535,5.3600212,0.0,stoptreinstation,8400575
480,Stedum,STM,53.3262092,6.6875551,0.0,stoptreinstation,8400576
481,Steenwijk,SWK,52.791510992432,6.1145557632446,0.0,intercitystation,8400578
482,Steinfurt-Borghorst,EBGO,52.118791,7.397581,0.0,stoptreinstation,8021150
483,Steinfurt-Burgsteinfurt,EBFT,52.147384,7.32934,0.0,stoptreinstation,8021143
484,Steinfurt-Grottenkamp,EGRK,52.123439,7.376031,0.0,stoptreinstation,8071069
485,Stendal,LS,52.594723,11.854412,0.0,intercitystation,8024062
486,Stuttgart Hbf,TS,48.784084,9.181635,0.0,knooppuntIntercitystation,8029034
487,Susteren,SRN,51.061389923096,5.8630557060242,0.0,stoptreinstation,8400582
488,Swalmen,SM,51.23582,6.03228,0.0,stoptreinstation,8400583
489,Tegelen,TG,51.33894,6.14253,0.0,stoptreinstation,8400591
490,Terborg,TBG,51.9224549,6.3642466,0.0,stoptreinstation,8400592
491,Tiel,TL,51.889446258545,5.4222221374512,0.0,knooppuntStoptreinstation,8400596
492,Tiel Passewaaij,TPSW,51.873889923096,5.39222240448,0.0,stoptreinstation,8400600
493,Tilburg,TB,51.560554504395,5.0836110115051,0.0,knooppuntIntercitystation,8400597
494,Tilburg Reeshof,TBR,51.573612213135,4.9944443702698,0.0,stoptreinstation,8400598
495,Tilburg Universiteit,TBU,51.564985,5.051778,0.0,stoptreinstation,8400594
496,Tongeren,FTG,50.784167,5.473056,0.0,stoptreinstation,8831310
497,Troisdorf,KT,50.813889,7.150833,0.0,intercitystation,8015572
498,Twello,TWL,52.237777709961,6.0986108779907,0.0,stoptreinstation,8400599
499,Uitgeest,UTG,52.521667480469,4.7016668319702,0.0,knooppuntStoptreinstation,8400615
500,Uithuizen,UHZ,53.4099568,6.6748869,0.0,stoptreinstation,8400617
501,Uithuizermeeden,UHM,53.4145845,6.7202975,0.0,stoptreinstation,8400618
502,Ulm Hbf,TU,48.399015,9.982165,0.0,sneltreinstation,8029103
503,Unna,EUN,51.5385828,7.6953056,0.0,stoptreinstation,8010382
504,Usquert,UST,53.4014742,6.6093776,0.0,stoptreinstation,8400619
505,Utrecht Centraal,UT,52.088890075684,5.1102776527405,1.0,megastation,8400621
506,Utrecht Leidsche Rijn,UTLR,52.09896,5.06523,1.0,stoptreinstation,8400607
507,Utrecht Lunetten,UTLN,52.06555557251,5.144166469574,1.0,stoptreinstation,8400623
508,Utrecht Maliebaan,UTM,52.087776184082,5.1313886642456,1.0,stoptreinstation,8400624
509,Utrecht Overvecht,UTO,52.110000610352,5.1247220039368,1.0,knooppuntStoptreinstation,8400620
510,Utrecht Terwijde,UTT,52.1000753,5.0439547,1.0,stoptreinstation,8400614
511,Utrecht Vaartsche Rijn,UTVR,52.078889,5.121667,1.0,knooppuntStoptreinstation,8400606
512,Utrecht Zuilen,UTZL,52.103055,5.09,1.0,stoptreinstation,8400613
513,Valence TGV,VALTGV,44.9278,4.89321,0.0,stoptreinstation,8776302
514,Valkenburg,VK,50.869720458984,5.8322219848633,0.0,knooppuntSneltreinstation,8400632
515,Varsseveld,VSV,51.937257,6.458839,0.0,stoptreinstation,8400635
516,Veendam,VDM,53.10324,6.88475,0.0,knooppuntStoptreinstation,8400636
517,Veenendaal Centrum,VNDC,52.020000457764,5.548611164093,0.0,knooppuntStoptreinstation,8400627
518,Veenendaal West,VNDW,52.028057098389,5.531388759613,0.0,stoptreinstation,8400628
519,Veenendaal-De Klomp,KLP,52.045833587646,5.5738887786865,0.0,stoptreinstation,8400637
520,Velp,VP,51.994720458984,5.9802780151367,0.0,stoptreinstation,8400640
521,Venezia Santa Lucia,MEREL,45.4410734,12.3188549,0.0,intercitystation,8302593
522,Venlo,VL,51.363609313965,6.1727776527405,0.0,knooppuntIntercitystation,8400644
523,Venray,VRY,51.526568099007,6.0141777992248,0.0,knooppuntStoptreinstation,8400646
524,Vierlingsbeek,VLB,51.59193,5.99714,0.0,stoptreinstation,8400647
525,Viersen,VIERS,51.25516,6.40388,0.0,stoptreinstation,8015122
526,Visé,FVS,50.73781,5.69232,0.0,knooppuntStoptreinstation,8846201
527,Vleuten,VTN,52.103056,5.007404,1.0,stoptreinstation,8400651
528,Vlissingen,VS,51.445835113525,3.5952777862549,0.0,knooppuntIntercitystation,8400652
529,Vlissingen Souburg,VSS,51.464721679688,3.5952777862549,0.0,stoptreinstation,8400653
530,Voerendaal,VDL,50.887222290039,5.9302778244019,0.0,stoptreinstation,8400656
531,Voorburg,VB,52.066665649414,4.3594446182251,1.0,stoptreinstation,8400658
532,Voorhout,VH,52.224445343018,4.4844446182251,1.0,stoptreinstation,8400655
533,Voorschoten,VST,52.1252784729,4.4324998855591,1.0,stoptreinstation,8400659
534,Voorst-Empe,VEM,52.157501220703,6.1436109542847,0.0,stoptreinstation,8400668
535,Vorden,VD,52.1071949,6.3170457,0.0,stoptreinstation,8400661
536,Vriezenveen,VZ,52.40203,6.60041,0.0,stoptreinstation,8400664
537,Vroomshoop,VHP,52.4571921,6.5696679,0.0,stoptreinstation,8400666
538,Vught,VG,51.655555725098,5.2919445037842,0.0,stoptreinstation,8400667
539,Waddinxveen,WAD,52.044166564941,4.6497220993042,1.0,stoptreinstation,8400675
540,Waddinxveen Noord,WADN,52.055000305176,4.6483335494995,1.0,stoptreinstation,8400674
541,Waddinxveen Triangel,WADT,52.02725,4.6491,1.0,stoptreinstation,8400677
542,Warffum,WFM,53.3908431,6.5671364,0.0,stoptreinstation,8400679
543,Weener,WR,53.16311,7.3442,0.0,stoptreinstation,8021239
544,Weert,WT,51.248611450195,5.7036108970642,0.0,intercitystation,8400684
545,Weesp,WP,52.3127784729,5.0430555343628,1.0,knooppuntStoptreinstation,8400685
546,Wehl,WL,51.9578065,6.213844,0.0,stoptreinstation,8400686
547,Wels Hbf,WELS,48.166111,14.026667,0.0,intercitystation,8101081
548,Wesel,WESEL,51.655833,6.627222,0.0,stoptreinstation,8010275
549,Westervoort,WTV,51.96286,5.9695,0.0,stoptreinstation,8400688
550,Wezep,WZ,52.454166412354,6.0025000572205,0.0,stoptreinstation,8400690
551,Wien Hbf,WBF,48.185,16.375833,0.0,intercitystation,8101003
552,Wien Hütteldorf,WIENH,48.197222,16.261389,0.0,intercitystation,8101008
553,Wierden,WDN,52.361389160156,6.5916666984558,0.0,knooppuntStoptreinstation,8400691
554,Wijchen,WC,51.811668395996,5.730833530426,0.0,stoptreinstation,8400710
555,Wijhe,WH,52.390277862549,6.1405553817749,0.0,intercitystation,8400711
556,Wildert,GWD,51.4277061,4.4633962,0.0,stoptreinstation,8821436
557,Winschoten,WS,53.1392377,7.035101,0.0,knooppuntStoptreinstation,8400696
558,Winsum,WSM,53.3300994,6.5202905,0.0,stoptreinstation,8400697
559,Winterswijk,WW,51.9677307,6.7155181,0.0,knooppuntStoptreinstation,8400698
560,Winterswijk West,WWW,51.97453,6.70417,0.0,stoptreinstation,8400700
561,Woerden,WD,52.084999084473,4.8936109542847,1.0,knooppuntStoptreinstation,8400702
562,Wolfheze,WF,52.005554199219,5.7936110496521,0.0,stoptreinstation,8400704
563,Wolfsburg Hbf,HWOB,52.429492,10.788195,0.0,sneltreinstation,8013017
564,Wolvega,WV,52.880832672119,6.0036110877991,0.0,stoptreinstation,8400705
565,Wörgl,WORGL,47.49178,12.06059,0.0,intercitystation,8101170
566,Workum,WK,52.9724864,5.4564285,0.0,stoptreinstation,8400706
567,Wormerveer,WM,52.489166259766,4.7922220230103,0.0,stoptreinstation,8400707
568,Wuppertal Hbf,WUPPH,51.25433,7.14939,0.0,stoptreinstation,8008143
569,Wuppertal-Barmen,KWBA,51.267082,7.195929,0.0,stoptreinstation,8008142
570,Wuppertal-Oberbarmen,KWO,51.273839,7.221483,0.0,stoptreinstation,8008138
571,Wuppertal-Vohwinkel,WUPPV,51.23351,7.07237,0.0,stoptreinstation,8008082
572,Würzburg Hbf,WURZB,49.80179,9.9358,0.0,intercitystation,8022534
573,Zaandam,ZD,52.438888549805,4.8136110305786,1.0,knooppuntIntercitystation,8400731
574,Zaandam Kogerveld,ZDK,52.456665039062,4.8202776908875,1.0,stoptreinstation,8400728
575,Zaandijk Zaanse Schans,ZZS,52.469165802002,4.8049998283386,1.0,knooppuntStoptreinstation,8400364
576,Zaltbommel,ZBM,51.80888748169,5.2633333206177,0.0,stoptreinstation,8400732
577,Zandvoort aan Zee,ZVT,52.3752784729,4.5327777862549,1.0,stoptreinstation,8400733
578,Zetten-Andelst,ZA,51.920056,5.7228408,0.0,stoptreinstation,8400734
579,Zevenaar,ZV,51.923053741455,6.0719442367554,0.0,knooppuntStoptreinstation,8400735
580,Zevenbergen,ZVB,51.64042,4.60904,0.0,stoptreinstation,8400737
581,Zoetermeer,ZTM,52.047500610352,4.4772224426269,1.0,knooppuntStoptreinstation,8400741
582,Zoetermeer Oost,ZTMO,52.046390533447,4.4927778244019,1.0,stoptreinstation,8400740
583,Zuidbroek,ZB,53.159612280006,6.8679141998291,0.0,knooppuntStoptreinstation,8400742
584,Zuidhorn,ZH,53.2486292,6.4062361,0.0,stoptreinstation,8400743
585,Zürich HB,ZUE,47.37819,8.5392,0.0,intercitystation,8503000
586,Zutphen,ZP,52.145278930664,6.1941666603088,0.0,knooppuntIntercitystation,8400744
587,Zwijndrecht,ZWD,51.814998626709,4.6416668891907,1.0,stoptreinstation,8400752
588,Zwijndrecht (B),LZD,51.214167,4.33,0.0,stoptreinstation,8894821
589,Zwolle,ZL,52.504722595215,6.0919442176819,0.0,knooppuntIntercitystation,8400747
590,Zwolle Stadshagen,ZLSH,52.52764,6.05146,0.0,stoptreinstation,8400746
